cubeJuliaTimeStep, cubeRomeo.position.x, cubeRomeo.velocity.x,cubeRomeo.mass, cubeRomeoImpulse, cubeRomeoKinetic, cubeJulia.position.x, cubeJulia.velocity.x,cubeJulia.mass, cubeJuliaImpulse, velocityEnd, cubeKineticEnd, forceOnJulia 
9.900037,0.3204794,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.920037,0.2847527,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.940038,0.2490261,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.960038,0.2132994,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.980039,0.1775728,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.00004,0.1418461,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.02004,0.1061195,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.04004,0.07039282,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.06004,0.03466616,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.08004,-0.001060493,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.10004,-0.03678715,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.12004,-0.0725138,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.14004,-0.1082405,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.16004,-0.1439671,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.18004,-0.1796938,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.20004,-0.2154204,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.22004,-0.2511471,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.24004,-0.2868737,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.26005,-0.3226004,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.28005,-0.3583271,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.30005,-0.3940537,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.32005,-0.4297804,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.34005,-0.4655071,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.36005,-0.5012337,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.38005,-0.5369604,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.40005,-0.572687,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.42005,-0.6084137,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.44005,-0.6441404,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.46005,-0.679867,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.48005,-0.7155937,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.50005,-0.7513204,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.52005,-0.787047,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.54005,-0.8227737,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.56005,-0.8585004,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.58005,-0.894227,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.60005,-0.9299537,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.62005,-0.9656804,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.64005,-1.001407,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.66005,-1.037134,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.68005,-1.07286,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.70006,-1.108587,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.72006,-1.144314,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.74006,-1.18004,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.76006,-1.215767,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.78006,-1.251494,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.80006,-1.28722,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.82006,-1.322947,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.84006,-1.358674,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.86006,-1.3944,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.88006,-1.430127,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.90006,-1.465854,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.92006,-1.50158,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.94006,-1.537307,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.96006,-1.573034,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
10.98006,-1.60876,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.00006,-1.644487,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.02006,-1.680214,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.04006,-1.71594,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.06006,-1.751667,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.08006,-1.787394,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.10006,-1.82312,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.12006,-1.858847,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.14007,-1.894574,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.16007,-1.9303,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.18007,-1.966027,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.20007,-2.001754,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.22007,-2.03748,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.24007,-2.073207,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.26007,-2.108933,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.28007,-2.14466,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.30007,-2.180386,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.32007,-2.216113,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.34007,-2.251839,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.36007,-2.287566,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.38007,-2.323292,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.40007,-2.359019,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.42007,-2.394746,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.44007,-2.430472,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.46007,-2.466199,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.48007,-2.501925,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.50007,-2.537652,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.52007,-2.573378,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.54007,-2.609105,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.56007,-2.644831,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.58008,-2.680558,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.60008,-2.716285,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.62008,-2.752011,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.64008,-2.787738,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.66008,-2.823464,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.68008,-2.859191,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.70008,-2.894917,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.72008,-2.930644,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.74008,-2.96637,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.76008,-3.002097,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.78008,-3.037823,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.80008,-3.07355,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.82008,-3.109277,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.84008,-3.145003,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.86008,-3.18073,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.88008,-3.216456,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.90008,-3.252183,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.92008,-3.287909,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.94008,-3.323636,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.96008,-3.359362,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
11.98008,-3.395089,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.00008,-3.430815,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.02009,-3.466542,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.04009,-3.502269,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.06009,-3.537995,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.08009,-3.573722,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.10009,-3.609448,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.12009,-3.645175,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.14009,-3.680901,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.16009,-3.716628,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.18009,-3.752354,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.20009,-3.788081,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.22009,-3.823807,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.24009,-3.859534,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.26009,-3.895261,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.28009,-3.930987,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.30009,-3.966714,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.32009,-4.00244,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.34009,-4.038167,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.36009,-4.073894,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.38009,-4.10962,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.40009,-4.145347,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.42009,-4.181073,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.44009,-4.2168,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.4601,-4.252526,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.4801,-4.288253,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.5001,-4.323979,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.5201,-4.359706,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.5401,-4.395432,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.5601,-4.431159,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.5801,-4.466886,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.6001,-4.502612,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.6201,-4.538339,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.6401,-4.574065,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.6601,-4.609792,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.6801,-4.645518,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.7001,-4.681245,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.7201,-4.716971,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.7401,-4.752698,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.7601,-4.788424,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.7801,-4.824151,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.8001,-4.859878,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.8201,-4.895604,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.8401,-4.931331,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.8601,-4.967057,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.88011,-5.002784,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.90011,-5.03851,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.92011,-5.074237,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.94011,-5.109963,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.96011,-5.14569,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
12.98011,-5.181417,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.00011,-5.217143,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.02011,-5.25287,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.04011,-5.288596,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.06011,-5.324323,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.08011,-5.360049,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.10011,-5.395776,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.12011,-5.431502,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.14011,-5.467229,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.16011,-5.502955,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.18011,-5.538682,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.20011,-5.574409,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.22011,-5.610135,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.24011,-5.645862,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.26011,-5.681588,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.28011,-5.717315,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.30011,-5.753041,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.32012,-5.788768,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.34012,-5.824494,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.36012,-5.860221,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.38012,-5.895947,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.40012,-5.931674,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.42012,-5.967401,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.44012,-6.003127,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.46012,-6.038854,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.48012,-6.07458,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.50012,-6.110307,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.52012,-6.146033,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.54012,-6.18176,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.56012,-6.217486,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.58012,-6.253213,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.60012,-6.288939,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.62012,-6.324666,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.64012,-6.360393,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.66012,-6.396119,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.68012,-6.431846,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.70012,-6.467572,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.72012,-6.503299,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.74012,-6.539025,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.76013,-6.574752,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.78013,-6.610478,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.80013,-6.646205,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.82013,-6.681931,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.84013,-6.717658,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.86013,-6.753385,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.88013,-6.789111,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.90013,-6.824838,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.92013,-6.860564,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.94013,-6.896291,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.96013,-6.932017,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
13.98013,-6.967744,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.00013,-7.00347,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.02013,-7.039197,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.04013,-7.074924,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.06013,-7.11065,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.08013,-7.146377,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.10013,-7.182103,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.12013,-7.21783,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.14013,-7.253556,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.16013,-7.289283,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.18013,-7.325009,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.20014,-7.360736,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.22014,-7.396462,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.24014,-7.432189,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.26014,-7.467916,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.28014,-7.503642,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.30014,-7.539369,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.32014,-7.575095,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.34014,-7.610822,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.36014,-7.646548,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.38014,-7.682275,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.40014,-7.718001,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.42014,-7.753728,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.44014,-7.789454,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.46014,-7.825181,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.48014,-7.860908,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.50014,-7.896634,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.52014,-7.932361,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.54014,-7.968087,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.56014,-8.003814,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.58014,-8.03954,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.60014,-8.075267,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.62014,-8.110993,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.64015,-8.14672,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.66015,-8.182446,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.68015,-8.218173,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.70015,-8.2539,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.72015,-8.289626,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.74015,-8.325353,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.76015,-8.361079,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.78015,-8.396806,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
14.80015,-8.432532,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
